@relation Hailfinder

@attribute WindFieldMt {Westerly,LVorOther}
@attribute MorningCIN {None,PartInhibit,Stifling,TotalInhibit}
@attribute VISCloudCov {Cloudy,PC,Clear}
@attribute IRCloudCover {Cloudy,PC,Clear}
@attribute AMInstabMt {None,Weak,Strong}
@attribute R5Fcst {NIL,SIG,SVR}
@attribute MountainFcst {NIL,SIG,SVR}
@attribute MeanRH {VeryMoist,Average,Dry}
@attribute MidLLapse {CloseToDryAd,Steep,ModerateOrLe}
@attribute RHRatio {MoistMDryL,DryMMoistL,Other}
@attribute LoLevMoistAd {StrongPos,WeakPos,Neutral,Negative}
@attribute LowLLapse {CloseToDryAd,Steep,ModerateOrLe,Stable}
@attribute MvmtFeatures {StrongFront,MarkedUpper,OtherRapid,NoMajor}
@attribute TempDis {QStationary,Moving,None,Other}
@attribute WindAloft {LV,SWQuad,NWQuad,AllElse}
@attribute AMCINInScen {LessThanAve,Average,MoreThanAve}
@attribute CapChange {Decreasing,LittleChange,Increasing}
@attribute SynForcng {SigNegative,NegToPos,SigPositive,PosToNeg,LittleChange}
@attribute SatContMoist {VeryWet,Wet,Neutral,Dry}
@attribute RaoContMoist {VeryWet,Wet,Neutral,Dry}
@attribute CombMoisture {VeryWet,Wet,Neutral,Dry}
@attribute LatestCIN {None,PartInhibit,Stifling,TotalInhibit}
@attribute LLIW {Unfavorable,Weak,Moderate,Strong}
@attribute Date {May15_Jun14,Jun15_Jul1,Jul2_Jul15,Jul16_Aug10,Aug11_Aug20,Aug20_Sep15}
@attribute WindFieldPln {LV,DenvCyclone,LongAnticyc,E_NE,SEQuad,WidespdDnsl}
@attribute Dewpoints {LowEvrywhere,LowAtStation,LowSHighN,LowNHighS,LowMtsHighPl,HighEvrywher,Other}
@attribute SfcWndShfDis {DenvCyclone,E_W_N,E_W_S,MovingFtorOt,DryLine,None,Other}
@attribute InsChange {Decreasing,LittleChange,Increasing}
@attribute MorningBound {None,Weak,Strong}
@attribute OutflowFrMt {None,Weak,Strong}
@attribute WndHodograph {DCVZFavor,StrongWest,Westerly,Other}
@attribute N34StarFcst {NIL,SIG,SVR}
@attribute AreaMoDryAir {VeryWet,Wet,Neutral,Dry}
@attribute CombClouds {Cloudy,PC,Clear}
@attribute ScenRelAMCIN {AB,CThruK}
@attribute LIfr12ZDENSd {LIGt0,N1GtLIGt_4,N5GtLIGt_8,LILt_8}
@attribute AMDewptCalPl {Instability,Neutral,Stability}
@attribute AMInsWliScen {LessUnstable,Average,MoreUnstable}
@attribute N0_7muVerMo {StrongUp,WeakUp,Neutral,Down}
@attribute SubjVertMo {StronUp,WeakUp,Neutral,Down}
@attribute QGVertMotion {StrongUp,WeakUp,Neutral,Down}
@attribute CombVerMo {StrongUp,WeakUp,Neutral,Down}
@attribute AreaMeso_ALS {StrongUp,WeakUp,Neutral,Down}
@attribute CldShadeOth {Cloudy,PC,Clear}
@attribute Boundaries {None,Weak,Strong}
@attribute CldShadeConv {None,Some,Marked}
@attribute InsInMt {None,Weak,Strong}
@attribute ScenRel3_4 {ACEFK,B,D,GJ,HI}
@attribute ScenRelAMIns {ABI,CDEJ,F,G,H,K}
@attribute CompPlFcst {IncCapDecIns,LittleChange,DecCapIncIns}
@attribute CurPropConv {None,Slight,Moderate,Strong}
@attribute Scenario {A,B,C,D,E,F,G,H,I,J,K}
@attribute CapInScen {LessThanAve,Average,MoreThanAve}
@attribute InsSclInScen {LessUnstable,Average,MoreUnstable}
@attribute ScnRelPlFcst {A,B,C,D,E,F,G,H,I,J,K}
@attribute PlainsFcst {NIL,SIG,SVR}

@data
LVorOther,TotalInhibit,Clear,Clear,None,SVR,SVR,Average,Steep,DryMMoistL,Neutral,ModerateOrLe,MarkedUpper,Other,SWQuad,MoreThanAve,LittleChange,SigNegative,Neutral,VeryWet,Neutral,None,Strong,Jul16_Aug10,SEQuad,LowNHighS,DenvCyclone,LittleChange,None,Strong,DCVZFavor,SVR,Neutral,Clear,AB,N1GtLIGt_4,Instability,Average,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Clear,Strong,Marked,Strong,ACEFK,ABI,LittleChange,Strong,A,MoreThanAve,MoreUnstable,A,SVR
Westerly,None,Clear,Cloudy,None,SIG,NIL,Dry,Steep,DryMMoistL,Neutral,Stable,OtherRapid,Other,SWQuad,LessThanAve,LittleChange,PosToNeg,VeryWet,Neutral,Wet,None,Moderate,May15_Jun14,DenvCyclone,LowNHighS,DenvCyclone,LittleChange,Strong,None,Westerly,SIG,Wet,PC,AB,LILt_8,Stability,MoreUnstable,Down,StronUp,Neutral,WeakUp,WeakUp,Cloudy,Strong,None,None,ACEFK,ABI,LittleChange,Moderate,A,LessThanAve,MoreUnstable,A,SIG
LVorOther,PartInhibit,Clear,Clear,None,NIL,NIL,VeryMoist,Steep,Other,StrongPos,Steep,OtherRapid,Other,NWQuad,Average,Decreasing,LittleChange,Dry,VeryWet,Neutral,PartInhibit,Moderate,Jul16_Aug10,LV,HighEvrywher,E_W_S,LittleChange,None,None,Westerly,NIL,Neutral,Clear,CThruK,N5GtLIGt_8,Stability,Average,Neutral,WeakUp,Neutral,Neutral,Neutral,Clear,None,None,None,ACEFK,K,DecCapIncIns,Moderate,K,Average,Average,K,NIL
LVorOther,PartInhibit,Clear,Cloudy,Weak,SVR,NIL,Average,CloseToDryAd,MoistMDryL,WeakPos,Steep,NoMajor,None,LV,LessThanAve,Increasing,LittleChange,VeryWet,Neutral,Wet,None,Strong,May15_Jun14,LV,LowMtsHighPl,None,Increasing,Strong,Strong,StrongWest,SVR,Wet,PC,CThruK,N5GtLIGt_8,Stability,MoreUnstable,StrongUp,Neutral,Neutral,WeakUp,WeakUp,PC,Strong,Marked,Strong,GJ,CDEJ,IncCapDecIns,Moderate,J,LessThanAve,MoreUnstable,J,SVR
Westerly,PartInhibit,PC,Clear,Strong,SIG,NIL,VeryMoist,ModerateOrLe,MoistMDryL,Negative,Stable,StrongFront,QStationary,SWQuad,Average,Decreasing,SigPositive,Dry,VeryWet,Wet,PartInhibit,Weak,Aug20_Sep15,LongAnticyc,LowNHighS,DryLine,Decreasing,None,Weak,Other,SIG,Wet,Cloudy,CThruK,N5GtLIGt_8,Stability,Average,Down,StronUp,Neutral,Neutral,Neutral,Cloudy,Weak,None,Strong,ACEFK,K,DecCapIncIns,None,K,LessThanAve,Average,K,SIG
LVorOther,Stifling,Clear,Clear,None,SIG,NIL,Dry,CloseToDryAd,MoistMDryL,Neutral,CloseToDryAd,NoMajor,None,LV,MoreThanAve,Decreasing,SigNegative,Wet,Neutral,Neutral,TotalInhibit,Strong,Jun15_Jul1,LV,LowAtStation,None,LittleChange,Weak,None,Westerly,SIG,Neutral,Clear,CThruK,N5GtLIGt_8,Stability,MoreUnstable,WeakUp,Neutral,Down,WeakUp,WeakUp,Clear,Weak,None,None,GJ,G,DecCapIncIns,None,G,MoreThanAve,MoreUnstable,G,SIG
Westerly,TotalInhibit,Clear,PC,Strong,SVR,SVR,Average,ModerateOrLe,MoistMDryL,Negative,ModerateOrLe,OtherRapid,None,NWQuad,MoreThanAve,Decreasing,NegToPos,Neutral,Dry,Dry,None,Strong,Jul2_Jul15,WidespdDnsl,LowNHighS,MovingFtorOt,LittleChange,Weak,Strong,DCVZFavor,NIL,Dry,Clear,CThruK,N1GtLIGt_4,Instability,LessUnstable,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,Weak,Some,Strong,ACEFK,K,DecCapIncIns,Moderate,K,MoreThanAve,LessUnstable,K,SIG
LVorOther,PartInhibit,PC,Cloudy,Weak,NIL,NIL,Average,Steep,MoistMDryL,Negative,CloseToDryAd,NoMajor,Other,SWQuad,LessThanAve,Increasing,SigNegative,Neutral,Dry,Neutral,TotalInhibit,Unfavorable,Aug11_Aug20,DenvCyclone,LowAtStation,DryLine,Decreasing,Weak,Weak,StrongWest,NIL,VeryWet,Cloudy,CThruK,N5GtLIGt_8,Neutral,MoreUnstable,StrongUp,Neutral,Neutral,Neutral,Neutral,Cloudy,Weak,Some,Strong,ACEFK,CDEJ,IncCapDecIns,None,E,MoreThanAve,LessUnstable,E,NIL
Westerly,Stifling,PC,PC,Strong,NIL,NIL,VeryMoist,ModerateOrLe,Other,Negative,Steep,OtherRapid,None,AllElse,Average,Increasing,LittleChange,Dry,VeryWet,Neutral,PartInhibit,Unfavorable,Jul2_Jul15,LV,HighEvrywher,E_W_N,Decreasing,None,Strong,DCVZFavor,NIL,Neutral,PC,CThruK,N1GtLIGt_4,Stability,Average,Down,Neutral,StrongUp,Down,Down,Clear,Weak,Some,Strong,ACEFK,F,IncCapDecIns,Slight,F,Average,Average,F,NIL
Westerly,PartInhibit,Clear,PC,Weak,SVR,SVR,Average,Steep,MoistMDryL,Negative,ModerateOrLe,NoMajor,Other,LV,MoreThanAve,LittleChange,LittleChange,Neutral,VeryWet,Wet,PartInhibit,Unfavorable,Jul2_Jul15,SEQuad,LowSHighN,DryLine,LittleChange,None,Strong,DCVZFavor,NIL,VeryWet,Clear,CThruK,N1GtLIGt_4,Instability,MoreUnstable,StrongUp,Neutral,Down,Neutral,Neutral,Clear,Strong,Marked,Strong,GJ,CDEJ,LittleChange,None,J,MoreThanAve,MoreUnstable,J,NIL
LVorOther,Stifling,Clear,Clear,Strong,SIG,SIG,VeryMoist,CloseToDryAd,MoistMDryL,Neutral,CloseToDryAd,NoMajor,Other,SWQuad,MoreThanAve,Decreasing,SigPositive,Dry,Wet,Neutral,None,Moderate,Aug20_Sep15,LongAnticyc,LowEvrywhere,E_W_S,Decreasing,None,Strong,StrongWest,SIG,Neutral,Clear,CThruK,N5GtLIGt_8,Stability,LessUnstable,WeakUp,Neutral,StrongUp,StrongUp,StrongUp,PC,Strong,Marked,Strong,ACEFK,CDEJ,DecCapIncIns,Strong,C,Average,LessUnstable,C,SIG
LVorOther,Stifling,PC,Clear,Strong,SVR,SVR,Dry,CloseToDryAd,DryMMoistL,WeakPos,Steep,NoMajor,Moving,LV,MoreThanAve,Increasing,LittleChange,Neutral,Dry,Neutral,PartInhibit,Weak,Jul16_Aug10,DenvCyclone,LowMtsHighPl,DryLine,Increasing,Weak,Weak,DCVZFavor,SIG,Neutral,Clear,CThruK,N1GtLIGt_4,Instability,LessUnstable,WeakUp,StronUp,StrongUp,StrongUp,StrongUp,Clear,Weak,Marked,Strong,GJ,CDEJ,IncCapDecIns,None,J,MoreThanAve,Average,J,SIG
Westerly,None,PC,PC,None,SIG,SIG,Average,Steep,DryMMoistL,StrongPos,ModerateOrLe,NoMajor,None,NWQuad,LessThanAve,Increasing,SigNegative,Neutral,Neutral,Neutral,PartInhibit,Weak,Aug20_Sep15,E_NE,HighEvrywher,MovingFtorOt,Increasing,Strong,None,DCVZFavor,NIL,Wet,PC,CThruK,N5GtLIGt_8,Neutral,Average,Down,Down,Neutral,Down,Down,PC,Weak,Marked,Weak,HI,H,IncCapDecIns,Moderate,H,LessThanAve,MoreUnstable,H,NIL
Westerly,PartInhibit,Clear,Cloudy,Weak,SIG,SIG,Dry,CloseToDryAd,MoistMDryL,WeakPos,Steep,NoMajor,Other,NWQuad,LessThanAve,LittleChange,SigPositive,Neutral,Wet,VeryWet,None,Strong,Aug20_Sep15,LongAnticyc,Other,E_W_N,Decreasing,Strong,Weak,DCVZFavor,NIL,Wet,Clear,CThruK,N5GtLIGt_8,Instability,Average,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Weak,Some,Weak,ACEFK,CDEJ,LittleChange,Strong,C,LessThanAve,Average,C,NIL
Westerly,PartInhibit,Clear,PC,Weak,NIL,NIL,Dry,ModerateOrLe,MoistMDryL,StrongPos,CloseToDryAd,NoMajor,QStationary,SWQuad,Average,Decreasing,NegToPos,Dry,Neutral,Neutral,None,Strong,Jul16_Aug10,DenvCyclone,LowSHighN,E_W_S,Decreasing,None,Weak,Westerly,NIL,Neutral,Clear,CThruK,N1GtLIGt_4,Instability,MoreUnstable,StrongUp,StronUp,Neutral,Neutral,Neutral,Clear,Weak,None,Weak,HI,ABI,DecCapIncIns,Strong,I,LessThanAve,LessUnstable,I,NIL
Westerly,PartInhibit,Clear,Clear,None,SIG,SIG,VeryMoist,ModerateOrLe,DryMMoistL,Neutral,Stable,NoMajor,None,SWQuad,Average,Decreasing,NegToPos,Wet,Neutral,Wet,PartInhibit,Weak,May15_Jun14,E_NE,Other,MovingFtorOt,Increasing,Strong,None,Other,NIL,VeryWet,Clear,CThruK,N1GtLIGt_4,Instability,Average,WeakUp,StronUp,StrongUp,StrongUp,StrongUp,PC,Weak,None,Weak,HI,H,DecCapIncIns,Slight,H,Average,MoreUnstable,H,NIL
LVorOther,None,Clear,PC,Weak,SIG,SIG,Average,ModerateOrLe,DryMMoistL,WeakPos,CloseToDryAd,NoMajor,Other,LV,Average,Increasing,LittleChange,Wet,Neutral,Neutral,None,Strong,Aug20_Sep15,LV,LowAtStation,DryLine,Increasing,Weak,None,Other,SIG,Wet,Clear,CThruK,N5GtLIGt_8,Stability,MoreUnstable,Neutral,Neutral,Neutral,Neutral,Neutral,PC,Strong,None,Weak,GJ,CDEJ,IncCapDecIns,Strong,J,MoreThanAve,MoreUnstable,J,SIG
Westerly,PartInhibit,Cloudy,Clear,Weak,NIL,NIL,Average,ModerateOrLe,DryMMoistL,Negative,CloseToDryAd,MarkedUpper,None,SWQuad,Average,LittleChange,SigPositive,Dry,Dry,VeryWet,PartInhibit,Weak,Aug20_Sep15,WidespdDnsl,LowEvrywhere,None,LittleChange,None,Weak,StrongWest,NIL,Wet,Cloudy,CThruK,N5GtLIGt_8,Neutral,MoreUnstable,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Cloudy,None,Some,Weak,ACEFK,K,LittleChange,None,K,LessThanAve,MoreUnstable,K,NIL
LVorOther,PartInhibit,Cloudy,PC,Strong,SIG,SIG,Average,Steep,Other,Neutral,ModerateOrLe,MarkedUpper,Moving,SWQuad,LessThanAve,Increasing,SigPositive,Dry,Wet,Neutral,PartInhibit,Moderate,Aug20_Sep15,E_NE,HighEvrywher,E_W_S,Decreasing,Weak,Strong,Westerly,NIL,Wet,Cloudy,CThruK,N1GtLIGt_4,Stability,Average,WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,Cloudy,Strong,Marked,Strong,HI,H,IncCapDecIns,None,H,LessThanAve,LessUnstable,H,NIL
Westerly,PartInhibit,PC,Clear,None,NIL,NIL,Average,ModerateOrLe,Other,Negative,ModerateOrLe,MarkedUpper,Moving,NWQuad,Average,LittleChange,SigPositive,Neutral,Neutral,Neutral,None,Weak,May15_Jun14,LongAnticyc,Other,MovingFtorOt,Decreasing,None,None,StrongWest,NIL,Neutral,Clear,CThruK,N1GtLIGt_4,Neutral,Average,Neutral,Neutral,Down,Down,Down,Clear,Weak,None,None,ACEFK,K,LittleChange,Strong,K,Average,Average,K,NIL
Westerly,PartInhibit,Clear,PC,Weak,SVR,SVR,Average,CloseToDryAd,Other,WeakPos,CloseToDryAd,MarkedUpper,None,NWQuad,Average,Increasing,LittleChange,Dry,Neutral,Wet,PartInhibit,Moderate,Aug20_Sep15,WidespdDnsl,LowMtsHighPl,None,Increasing,None,Weak,StrongWest,NIL,Wet,Clear,CThruK,LILt_8,Instability,MoreUnstable,Neutral,Down,StrongUp,Down,Down,Clear,Weak,Some,Strong,D,CDEJ,IncCapDecIns,None,D,MoreThanAve,MoreUnstable,D,NIL
Westerly,TotalInhibit,Clear,Clear,None,SIG,NIL,Dry,ModerateOrLe,MoistMDryL,Negative,Steep,NoMajor,None,LV,MoreThanAve,Increasing,LittleChange,Neutral,Dry,Wet,None,Strong,Jul16_Aug10,E_NE,LowAtStation,DryLine,Decreasing,None,None,DCVZFavor,SIG,Wet,Clear,CThruK,LILt_8,Neutral,Average,StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Clear,None,None,None,ACEFK,CDEJ,IncCapDecIns,Strong,E,MoreThanAve,LessUnstable,E,SIG
LVorOther,PartInhibit,PC,PC,None,NIL,NIL,Dry,Steep,Other,Negative,CloseToDryAd,NoMajor,None,SWQuad,LessThanAve,LittleChange,NegToPos,Neutral,VeryWet,Wet,PartInhibit,Weak,May15_Jun14,LV,LowNHighS,None,Decreasing,None,None,DCVZFavor,NIL,Wet,Clear,CThruK,N5GtLIGt_8,Instability,Average,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Clear,None,None,None,ACEFK,CDEJ,LittleChange,None,E,LessThanAve,Average,E,NIL
LVorOther,None,PC,PC,None,SIG,SIG,Average,CloseToDryAd,DryMMoistL,WeakPos,ModerateOrLe,NoMajor,QStationary,SWQuad,LessThanAve,Increasing,PosToNeg,Wet,Dry,Neutral,None,Weak,Jun15_Jul1,DenvCyclone,LowSHighN,MovingFtorOt,LittleChange,None,Weak,Other,NIL,Neutral,PC,CThruK,N1GtLIGt_4,Stability,LessUnstable,Down,Neutral,Neutral,Neutral,Neutral,Clear,None,Some,Weak,HI,ABI,IncCapDecIns,Moderate,I,Average,LessUnstable,I,NIL
LVorOther,Stifling,PC,Clear,Weak,SIG,SIG,Average,ModerateOrLe,DryMMoistL,Neutral,Stable,OtherRapid,None,NWQuad,MoreThanAve,Increasing,SigNegative,Neutral,Wet,Wet,PartInhibit,Weak,Aug11_Aug20,WidespdDnsl,Other,Other,Increasing,Weak,Weak,Other,NIL,Wet,Clear,CThruK,N1GtLIGt_4,Stability,LessUnstable,Down,StronUp,Neutral,Down,Down,Clear,Weak,None,Strong,ACEFK,K,IncCapDecIns,None,K,MoreThanAve,Average,K,NIL
LVorOther,None,PC,Clear,Strong,SVR,NIL,Average,ModerateOrLe,DryMMoistL,Neutral,Steep,NoMajor,None,LV,LessThanAve,Increasing,LittleChange,Dry,Neutral,VeryWet,None,Moderate,Jul16_Aug10,SEQuad,LowNHighS,DryLine,LittleChange,Weak,Weak,DCVZFavor,SVR,Wet,Clear,CThruK,N1GtLIGt_4,Neutral,LessUnstable,WeakUp,Neutral,Down,Down,Down,Clear,Strong,Marked,Strong,GJ,CDEJ,IncCapDecIns,Moderate,J,Average,LessUnstable,J,SVR
LVorOther,PartInhibit,PC,Clear,None,NIL,NIL,Dry,Steep,DryMMoistL,Negative,Steep,NoMajor,Other,LV,Average,Increasing,SigNegative,Neutral,VeryWet,Wet,PartInhibit,Moderate,Aug20_Sep15,LongAnticyc,LowAtStation,DryLine,LittleChange,None,None,Westerly,NIL,Wet,PC,CThruK,LIGt0,Stability,LessUnstable,Down,StronUp,Down,Down,Down,PC,None,None,None,GJ,CDEJ,IncCapDecIns,Slight,J,MoreThanAve,LessUnstable,J,NIL
LVorOther,Stifling,PC,PC,Weak,SIG,SIG,Average,Steep,Other,Neutral,CloseToDryAd,NoMajor,QStationary,LV,Average,LittleChange,LittleChange,Neutral,VeryWet,Neutral,None,Moderate,Jul16_Aug10,E_NE,LowNHighS,DryLine,Decreasing,None,None,Westerly,NIL,Neutral,PC,CThruK,N1GtLIGt_4,Neutral,Average,Neutral,WeakUp,Down,Neutral,Neutral,PC,None,None,Weak,GJ,CDEJ,LittleChange,Moderate,J,Average,LessUnstable,J,NIL
LVorOther,PartInhibit,PC,Clear,None,SIG,SIG,Average,ModerateOrLe,Other,Neutral,Steep,NoMajor,None,NWQuad,LessThanAve,Decreasing,PosToNeg,VeryWet,Wet,Wet,PartInhibit,Moderate,Jul2_Jul15,SEQuad,HighEvrywher,MovingFtorOt,LittleChange,Weak,Weak,Westerly,NIL,Wet,Clear,AB,N1GtLIGt_4,Neutral,LessUnstable,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Clear,Weak,Some,Weak,B,ABI,DecCapIncIns,None,B,LessThanAve,Average,B,NIL
LVorOther,None,Clear,PC,None,NIL,NIL,Dry,Steep,DryMMoistL,Negative,Stable,NoMajor,Other,LV,LessThanAve,LittleChange,LittleChange,Dry,Neutral,VeryWet,Stifling,Strong,Jul16_Aug10,LV,LowMtsHighPl,DryLine,Decreasing,None,None,StrongWest,NIL,VeryWet,Clear,CThruK,N5GtLIGt_8,Stability,Average,StrongUp,Neutral,WeakUp,Neutral,Neutral,Clear,Weak,None,None,GJ,CDEJ,LittleChange,Moderate,J,LessThanAve,Average,J,NIL
Westerly,Stifling,Clear,PC,None,SIG,NIL,Dry,CloseToDryAd,MoistMDryL,Neutral,Steep,NoMajor,None,SWQuad,Average,Increasing,SigNegative,Dry,Dry,Wet,None,Unfavorable,Aug20_Sep15,WidespdDnsl,LowSHighN,Other,Decreasing,Weak,None,Westerly,SIG,Neutral,PC,CThruK,N1GtLIGt_4,Neutral,MoreUnstable,Neutral,Down,Neutral,Down,Down,PC,Weak,None,None,GJ,G,IncCapDecIns,Slight,G,MoreThanAve,MoreUnstable,G,SIG
Westerly,Stifling,PC,Cloudy,Strong,NIL,NIL,Average,Steep,MoistMDryL,Neutral,Steep,NoMajor,QStationary,SWQuad,Average,Decreasing,SigPositive,Dry,Neutral,VeryWet,None,Unfavorable,Jun15_Jul1,WidespdDnsl,Other,None,Decreasing,None,Strong,Westerly,NIL,VeryWet,PC,CThruK,N1GtLIGt_4,Stability,LessUnstable,Neutral,StronUp,StrongUp,StrongUp,StrongUp,PC,Strong,Marked,Strong,ACEFK,CDEJ,DecCapIncIns,None,E,LessThanAve,LessUnstable,E,NIL
LVorOther,None,PC,PC,None,SIG,NIL,Average,Steep,DryMMoistL,Negative,Steep,MarkedUpper,None,SWQuad,LessThanAve,Decreasing,NegToPos,Neutral,VeryWet,Neutral,None,Moderate,May15_Jun14,DenvCyclone,LowSHighN,DenvCyclone,LittleChange,Weak,None,StrongWest,SIG,Neutral,Cloudy,AB,N1GtLIGt_4,Neutral,Average,StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Cloudy,Weak,None,None,ACEFK,ABI,DecCapIncIns,Strong,A,LessThanAve,Average,A,SIG
Westerly,PartInhibit,Clear,Clear,None,SVR,NIL,Average,CloseToDryAd,MoistMDryL,Negative,Steep,OtherRapid,Other,LV,Average,Increasing,SigPositive,Dry,Neutral,Dry,Stifling,Moderate,May15_Jun14,WidespdDnsl,LowAtStation,None,Decreasing,None,None,Westerly,SVR,Dry,Clear,CThruK,LIGt0,Instability,Average,StrongUp,WeakUp,Neutral,Neutral,Neutral,Clear,Weak,None,None,GJ,G,IncCapDecIns,None,G,MoreThanAve,LessUnstable,G,SVR
Westerly,PartInhibit,Clear,Clear,Weak,SIG,SIG,VeryMoist,CloseToDryAd,Other,WeakPos,Stable,NoMajor,QStationary,AllElse,Average,Increasing,NegToPos,Neutral,VeryWet,Wet,None,Unfavorable,Jul16_Aug10,SEQuad,LowAtStation,DenvCyclone,Increasing,None,Strong,StrongWest,SIG,VeryWet,Clear,AB,N1GtLIGt_4,Neutral,Average,WeakUp,Neutral,StrongUp,Neutral,Neutral,Clear,Weak,Marked,Strong,B,ABI,IncCapDecIns,None,B,MoreThanAve,MoreUnstable,B,SIG
Westerly,None,PC,PC,Strong,SVR,SVR,Average,ModerateOrLe,MoistMDryL,WeakPos,CloseToDryAd,NoMajor,None,SWQuad,Average,Increasing,SigNegative,Neutral,Dry,Neutral,None,Moderate,Aug20_Sep15,LV,LowNHighS,DryLine,Increasing,None,Strong,StrongWest,SVR,Neutral,PC,CThruK,N5GtLIGt_8,Stability,MoreUnstable,StrongUp,Neutral,Neutral,StrongUp,StrongUp,Cloudy,Strong,Marked,Strong,ACEFK,CDEJ,IncCapDecIns,Strong,E,MoreThanAve,MoreUnstable,E,SVR
LVorOther,PartInhibit,Clear,PC,None,NIL,NIL,Average,CloseToDryAd,DryMMoistL,Negative,Stable,OtherRapid,None,SWQuad,LessThanAve,Decreasing,LittleChange,Wet,Neutral,Wet,Stifling,Weak,Aug11_Aug20,DenvCyclone,LowNHighS,E_W_S,Decreasing,None,None,Westerly,NIL,VeryWet,Clear,AB,N1GtLIGt_4,Stability,MoreUnstable,WeakUp,StronUp,Neutral,WeakUp,WeakUp,PC,None,Some,Weak,B,ABI,DecCapIncIns,Slight,B,LessThanAve,MoreUnstable,B,NIL
LVorOther,TotalInhibit,PC,Clear,Weak,SIG,NIL,Dry,ModerateOrLe,DryMMoistL,Neutral,Steep,NoMajor,None,AllElse,MoreThanAve,Increasing,LittleChange,Wet,Neutral,Wet,Stifling,Moderate,Jul2_Jul15,LV,LowNHighS,Other,LittleChange,Weak,Strong,DCVZFavor,SIG,Wet,Clear,CThruK,LIGt0,Stability,LessUnstable,Neutral,WeakUp,StrongUp,StrongUp,StrongUp,Clear,Weak,Marked,Strong,GJ,CDEJ,IncCapDecIns,Moderate,J,MoreThanAve,Average,J,SIG
LVorOther,PartInhibit,Cloudy,Cloudy,Weak,SIG,NIL,VeryMoist,Steep,Other,Negative,Stable,NoMajor,Other,AllElse,Average,Increasing,LittleChange,Dry,Neutral,Dry,PartInhibit,Weak,Aug11_Aug20,SEQuad,LowNHighS,DenvCyclone,LittleChange,None,Strong,DCVZFavor,SIG,Dry,Cloudy,AB,N1GtLIGt_4,Neutral,LessUnstable,Down,StronUp,Down,Neutral,Neutral,Cloudy,Weak,Some,Strong,B,ABI,IncCapDecIns,None,B,Average,Average,B,SIG
Westerly,PartInhibit,Clear,PC,Strong,SVR,SVR,Average,ModerateOrLe,MoistMDryL,StrongPos,ModerateOrLe,StrongFront,Moving,SWQuad,Average,LittleChange,NegToPos,Wet,Neutral,Dry,PartInhibit,Weak,May15_Jun14,SEQuad,LowAtStation,Other,Increasing,None,Strong,DCVZFavor,SIG,Dry,PC,CThruK,LIGt0,Stability,Average,Down,Neutral,Neutral,Down,Down,PC,Strong,Marked,Strong,ACEFK,K,LittleChange,Moderate,K,Average,MoreUnstable,K,SIG
LVorOther,Stifling,Clear,PC,None,SIG,SIG,VeryMoist,ModerateOrLe,DryMMoistL,Negative,ModerateOrLe,MarkedUpper,None,NWQuad,Average,Increasing,SigNegative,Neutral,Dry,Neutral,None,Weak,May15_Jun14,LongAnticyc,LowSHighN,None,Decreasing,None,Strong,StrongWest,NIL,Neutral,Clear,CThruK,N5GtLIGt_8,Stability,Average,Down,Neutral,Neutral,Neutral,Neutral,Clear,Strong,Marked,Strong,HI,H,IncCapDecIns,Strong,H,MoreThanAve,LessUnstable,H,NIL
LVorOther,None,Clear,Clear,Strong,NIL,NIL,Dry,CloseToDryAd,Other,StrongPos,Steep,OtherRapid,QStationary,SWQuad,LessThanAve,Increasing,LittleChange,Neutral,Neutral,Neutral,None,Moderate,Aug11_Aug20,E_NE,LowSHighN,E_W_S,Increasing,Weak,Strong,Westerly,NIL,Neutral,Clear,CThruK,N1GtLIGt_4,Stability,LessUnstable,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,Strong,Some,Strong,HI,ABI,IncCapDecIns,Strong,I,Average,Average,I,NIL
LVorOther,TotalInhibit,PC,Clear,None,NIL,NIL,Average,CloseToDryAd,DryMMoistL,Negative,Stable,NoMajor,Other,AllElse,MoreThanAve,LittleChange,LittleChange,Wet,Wet,Wet,Stifling,Weak,May15_Jun14,SEQuad,LowAtStation,DenvCyclone,Decreasing,None,Weak,Westerly,NIL,Wet,PC,AB,N1GtLIGt_4,Stability,LessUnstable,WeakUp,WeakUp,Neutral,WeakUp,WeakUp,PC,Weak,None,Weak,B,ABI,LittleChange,None,B,MoreThanAve,LessUnstable,B,NIL
